Local Timestamp Central Time (Interval Ending),UTC Timestamp (Interval Ending),Local Timestamp Central Time (Interval Beginning),Local Date,Hour Number,Total Generation (MW),Biomass Generation (MW),Coal Generation (MW),Gas Generation (MW),Gas-CC Generation (MW),Hydro Generation (MW),Nuclear Generation (MW),Other Generation (MW),Solar Generation (MW),Wind Generation (MW),Bus average LMP_x,Houston LMP_x,Hub average LMP_x,North LMP_x,Panhandle LMP_x,South LMP_x,West LMP_x,TOTAL Actual Load (MW),Coast Actual Load (MW),East Actual Load (MW),Far West Actual Load (MW),North Actual Load (MW),North Central Actual Load (MW),Southern Actual Load (MW),South Central Actual Load (MW),West Actual Load (MW),Bus average LMP_y,Houston LMP_y,Hub average LMP_y,North LMP_y,Panhandle LMP_y,South LMP_y,West LMP_y,SystemTotal Forecast Load (MW),Houston Forecast Load (MW),North Forecast Load (MW),South Forecast Load (MW),West Forecast Load (MW),"Comision Federal de Electricidad, Laredo Net Export (MW)","Comision Federal de Electricidad, Railroad Net Export (MW)","Southwest Power Pool, East Net Export (MW)","Southwest Power Pool, North Net Export (MW)",Average Temperature (Fahrenheit),Dallas / Fort Worth Temperature (Fahrenheit),Dallas / Fort Worth Temperature Observation Time (Central),Houston International Airport Temperature (Fahrenheit),Houston International Airport Temperature Observation Time (Central),TOTAL Actual Load (MW)_lag1,Year,Month,Day,Hour,DayOfWeek,DayOfYear,IsWeekend,Month_sin,Month_cos,Hour_sin,Hour_cos,DayOfWeek_sin,DayOfWeek_cos
2024-01-01 01:00:00,1/1/2024 6:15,1/1/2024 0:00,1/1/2024,1,165786.30343,51.47884,23577.896304,3914.428304,59113.557010000004,14.674648,20400.425296,87.815748,0.033672,59220.21103,14.045,13.879999999999999,13.8825,14.870000000000001,15.275,11.2925,15.4925,41367.3,10228.5,1560.09,6377.13,1444.28,11592.98,2939.14,6095.58,1129.61,16.28,15.84,16.62,16.31,16.97,14.55,19.79,41377.666016,9410.839306,14503.7325,10297.206555,7165.887655,20.299999,-0.1,1.000489,0.0,47.45,37.9,2024-01-01 00:53:00,57.0,2024-01-01 00:53:00,41630.87,2024,1,1,1,0,1,0,0.49999999999999994,0.8660254037844387,0.25881904510252074,0.9659258262890683,0.0,1.0
2024-01-01 02:00:00,1/1/2024 7:15,1/1/2024 1:00,1/1/2024,2,166085.09775,51.47332,23555.890072,4082.237648,62999.45054,23.9416,20399.731712,117.23919599999999,0.031448000000000004,55514.80441,15.97,15.977500000000001,16.005,16.09,16.405,15.2575,16.705,41630.87,10109.71,1651.06,6477.34,1471.55,11818.7,2904.21,6046.83,1151.45,17.25,16.84,17.69,17.05,17.49,15.96,20.9,40879.754883,9203.292763,14578.43711,10063.078107,7034.946903,-0.5,-0.1,103.050369,0.0,47.0,37.0,2024-01-01 01:53:00,57.0,2024-01-01 01:53:00,41563.17,2024,1,1,2,0,1,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0,1.0
2024-01-01 03:00:00,1/1/2024 8:15,1/1/2024 2:00,1/1/2024,3,165901.98225,36.043788,23896.87258,4089.190596,65891.75653,94.325056,20401.317664000002,86.979108,0.006932,51814.61988,16.9675,16.994999999999997,16.9625,16.994999999999997,16.994999999999997,16.8575,16.994999999999997,41563.17,9966.45,1607.69,6417.21,1495.55,12137.73,2845.38,5942.27,1150.91,17.24,16.78,17.81,16.79,17.31,16.31,21.34,40443.660156,8969.837671,14768.408459,9745.00138,6960.412647,-0.5,-0.1,2.000978,0.0,46.5,36.0,2024-01-01 02:53:00,57.0,2024-01-01 02:53:00,41539.61,2024,1,1,3,0,1,0,0.49999999999999994,0.8660254037844387,0.7071067811865475,0.7071067811865476,0.0,1.0
2024-01-01 04:00:00,1/1/2024 9:15,1/1/2024 3:00,1/1/2024,4,165920.61304999999,28.879948,25150.547160000002,4085.2123,68538.10278,21.917396,20402.787272,133.82822,0.000588,47839.376879999996,17.9525,17.9525,17.9525,17.9525,17.9525,17.9525,17.9525,41539.61,9859.82,1631.72,6487.37,1526.05,12322.72,2761.7,5850.97,1099.27,17.85,17.39,18.57,17.1,17.5,17.45,22.32,40379.498535,8900.56703,14879.662196,9620.046096,6979.223213,-0.5,-0.1,1.000489,0.0,45.5,35.1,2024-01-01 03:53:00,55.9,2024-01-01 03:53:00,42199.84,2024,1,1,4,0,1,0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0.0,1.0
2024-01-01 05:00:00,1/1/2024 10:15,1/1/2024 4:00,1/1/2024,5,168747.57742,26.550256,28571.977852,4338.656116,72209.25765,20.497652000000002,20401.862272,240.109544,0.000484,43132.42127,20.525,20.6575,20.502499999999998,20.6575,20.6575,20.0425,20.6575,42199.84,9866.17,1714.81,6508.36,1565.07,12824.48,2742.7,5884.1,1094.15,19.4,19.01,20.03,18.87,19.48,18.54,23.68,40766.053589,8924.56918,15127.530751,9660.158098,7053.79556,-0.5,-0.1,3.001467,0.0,44.95,34.0,2024-01-01 04:53:00,55.9,2024-01-01 04:53:00,43210.4,2024,1,1,5,0,1,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,0.25881904510252074,0.0,1.0
2024-01-01 06:00:00,1/1/2024 11:15,1/1/2024 5:00,1/1/2024,6,172608.93306,35.506548,35896.005912,5366.71572,76280.14527000001,15.190904,20399.643084,200.385256,0.000588,34779.391844,22.3275,22.47,22.3,22.47,22.47,21.775000000000002,22.47,43210.4,9956.96,1852.63,6503.46,1591.32,13372.83,2738.19,6052.04,1142.97,21.88,21.42,22.4,21.55,22.38,20.73,25.9,42269.213379,9175.757189,15632.564172,10221.267813,7239.624205,-0.5,-0.1,1.000489,0.0,44.5,34.0,2024-01-01 05:53:00,55.0,2024-01-01 05:53:00,44522.17,2024,1,1,6,0,1,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.0,1.0
2024-01-01 07:00:00,1/1/2024 12:15,1/1/2024 6:00,1/1/2024,7,177601.65985999999,47.24798,41874.543284,7294.015632000001,81186.03722,84.817768,20400.63752,470.179132,0.006304,26566.92396,26.1675,26.1625,26.175,26.165,26.1875,26.1575,26.2075,44522.17,10078.27,2063.4,6503.34,1632.32,13896.25,2800.74,6307.85,1239.99,24.65,24.22,25.21,24.11,24.71,24.2,28.3,44515.515503,9688.104664,16396.83007,10978.41778,7452.162989,-0.3,-0.1,2.000978,0.0,45.5,34.0,2024-01-01 06:53:00,57.0,2024-01-01 06:53:00,45306.92,2024,1,1,7,0,1,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,-0.25881904510252063,0.0,1.0
2024-01-01 08:00:00,1/1/2024 13:15,1/1/2024 7:00,1/1/2024,8,179675.26241999998,45.156316,45032.02408,8045.572816,83247.89448,84.444392,20399.91412,1917.2389440000002,347.447676,20638.378584,31.0875,31.0875,31.0875,31.0875,31.0875,31.0875,31.0875,45306.92,10085.0,2215.36,6470.78,1664.51,14293.05,2675.26,6600.44,1302.52,29.2,28.41,29.87,28.7,29.99,28.09,34.28,45412.113892,9925.863071,16827.867378,11306.026008,7352.357434,-0.6,-0.1,-397.194122,0.0,45.05,33.1,2024-01-01 07:53:00,57.0,2024-01-01 07:53:00,46159.2,2024,1,1,8,0,1,0,0.49999999999999994,0.8660254037844387,0.8660254037844388,-0.4999999999999998,0.0,1.0
2024-01-01 09:00:00,1/1/2024 14:15,1/1/2024 8:00,1/1/2024,9,183223.5782,46.241656,44741.59497,8554.589156,83198.21237,84.444148,20397.559168,1388.186988,12338.79818,13222.7123,40.095,40.095,40.095,40.095,40.095,40.095,40.095,46159.2,10164.74,2284.09,6446.38,1684.48,14521.29,2730.69,6900.43,1427.1,22.92,22.68,23.1,22.83,23.6,22.47,24.43,45706.535156,10105.096454,16825.868766,11137.943732,7637.626205,-0.8,-0.1,-198.096817,0.0,46.5,35.1,2024-01-01 08:53:00,57.9,2024-01-01 08:53:00,46490.3,2024,1,1,9,0,1,0,0.49999999999999994,0.8660254037844387,0.7071067811865476,-0.7071067811865475,0.0,1.0
2024-01-01 10:00:00,1/1/2024 16:00,1/1/2024 9:45,1/1/2024,10,185805.34399,46.262368,39290.719444,7220.620572,78768.08929,82.963108,20398.882772,263.02018400000003,32099.361304,8000.30772,22.3275,22.3275,22.3275,22.3275,22.3275,22.3275,22.3275,46490.3,10375.28,2245.67,6364.82,1685.66,14484.82,2786.17,7060.93,1486.95,19.51,19.54,19.52,19.54,19.65,19.36,19.66,45871.179443,10379.383719,16664.932744,10982.709581,7844.153399,-0.7,-0.1,-146.071396,0.0,49.0,37.9,2024-01-01 09:53:00,60.1,2024-01-01 09:53:00,46709.61,2024,1,1,10,0,1,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.0,1.0
2024-01-01 11:00:00,1/1/2024 16:15,1/1/2024 10:00,1/1/2024,11,186637.8549,46.202467999999996,39724.127004,6721.144324,75714.30411,14.693904,20398.475612000002,40.024575999999996,38508.678408,6070.8835,22.2275,22.2275,22.2275,22.2275,22.2275,22.2275,22.2275,46709.61,10592.07,2233.71,6379.08,1660.92,14322.56,2884.52,7144.92,1491.83,18.44,18.49,18.43,18.49,18.48,18.25,18.49,45281.890991,10537.594056,16223.034592,10902.200396,7619.061947,-0.8,-0.1,0.0,0.0,50.0,39.9,2024-01-01 10:53:00,60.1,2024-01-01 10:53:00,46357.91,2024,1,1,11,0,1,0,0.49999999999999994,0.8660254037844387,0.258819045102521,-0.9659258262890682,0.0,1.0
2024-01-01 12:00:00,1/1/2024 17:15,1/1/2024 11:00,1/1/2024,12,185249.80347,46.223016,35848.874664,6587.153883999999,74691.13512,14.712375999999999,20398.739596,141.461464,41115.62071,7163.329376,21.1525,21.1125,21.1025,21.2525,21.2475,20.9925,21.0475,46357.91,10780.43,2100.6,6426.1,1608.16,13884.12,3003.52,7095.34,1459.64,17.85,17.9,17.84,17.9,17.9,17.66,17.91,44440.296265,10485.994859,15684.187102,10745.462167,7524.652136,-0.7,-0.1,0.0,0.0,52.55,42.1,2024-01-01 11:53:00,63.0,2024-01-01 11:53:00,45643.46,2024,1,1,12,0,1,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,0.0,1.0
2024-01-01 13:00:00,1/1/2024 18:15,1/1/2024 12:00,1/1/2024,13,182822.25288000001,46.225812,32233.5177,6452.133116,73637.97636,14.457072,20399.946116,88.55288,42293.400349999996,7955.84672,20.3125,20.29,20.285,20.3625,20.36,20.23,20.2575,45643.46,10866.67,1973.05,6285.5,1541.24,13414.82,3159.71,7006.52,1395.96,16.55,16.55,16.55,16.55,16.54,16.55,16.56,43391.400879,10405.599819,15098.406267,10465.417597,7421.977195,0.45258,-0.1,0.0,100.400002,53.55,44.1,2024-01-01 12:53:00,63.0,2024-01-01 12:53:00,44611.94,2024,1,1,13,0,1,0,0.49999999999999994,0.8660254037844387,-0.2588190451025208,-0.9659258262890683,0.0,1.0
2024-01-01 14:00:00,1/1/2024 19:15,1/1/2024 13:00,1/1/2024,14,178361.20089,46.292068,28011.995887999998,6022.110828,72221.06182,14.406468,20398.222992,130.721728,43909.984300000004,8190.275471999999,18.3825,18.3825,18.3825,18.3825,18.3825,18.3825,18.3825,44611.94,10887.56,1861.15,6303.43,1467.35,12800.49,3175.81,6779.54,1336.62,14.45,14.46,14.44,14.46,14.45,14.39,14.46,42072.962036,10390.96929,14473.351591,10269.352824,6939.288331,-0.4,-0.1,0.0,0.0,54.5,45.0,2024-01-01 13:53:00,64.0,2024-01-01 13:53:00,44142.35,2024,1,1,14,0,1,0,0.49999999999999994,0.8660254037844387,-0.4999999999999998,-0.8660254037844388,0.0,1.0
2024-01-01 15:00:00,1/1/2024 20:15,1/1/2024 14:00,1/1/2024,15,175678.15672,46.274208,25820.443936,5743.768076,70584.48305000001,17.169072,20399.39942,212.502524,45433.07325,8764.396508,16.6075,16.6075,16.6075,16.6075,16.6075,16.6075,16.6075,44142.35,10869.26,1823.69,6413.62,1424.36,12338.35,3263.21,6693.45,1316.42,13.85,13.86,13.85,13.86,13.85,13.83,13.86,41868.067871,10400.734049,13932.603317,10279.612775,7255.117731,-0.4,-0.1,0.0,0.0,54.05,46.0,2024-01-01 14:53:00,62.1,2024-01-01 14:53:00,44006.42,2024,1,1,15,0,1,0,0.49999999999999994,0.8660254037844387,-0.7071067811865471,-0.7071067811865479,0.0,1.0
2024-01-01 16:00:00,1/1/2024 21:15,1/1/2024 15:00,1/1/2024,16,175130.65285,46.266836,24066.97108,5851.852776,69636.72382,21.79492,20393.615244,206.313932,45412.7615,10847.888104,16.060000000000002,16.060000000000002,16.060000000000002,16.060000000000002,16.060000000000002,16.060000000000002,16.060000000000002,44006.42,10986.29,1809.16,6273.19,1397.9,12200.96,3352.59,6688.07,1298.26,13.15,13.18,13.14,13.18,13.18,13.03,13.18,42101.671875,10436.43095,13730.070674,10408.084194,7527.086056,-0.7,-0.1,1.000489,-0.1,52.5,46.0,2024-01-01 15:53:00,59.0,2024-01-01 15:53:00,44350.28,2024,1,1,16,0,1,0,0.49999999999999994,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0.0,1.0
2024-01-01 17:00:00,1/1/2024 22:15,1/1/2024 16:00,1/1/2024,17,177226.33717,47.945660000000004,30327.28862,6518.189588,76633.85372,92.990936,20392.305800000002,735.474592,29287.928504000003,13545.390656,33.0,33.0,33.0,33.0,33.0,33.0,33.0,44350.28,11028.62,1855.88,6163.71,1409.62,12430.21,3335.08,6863.79,1263.37,20.14,20.21,20.17,20.28,20.41,19.4,20.79,42196.908325,10362.319235,13955.056567,10725.861767,7153.670757,-0.7,-0.1,0.0,0.0,51.0,45.0,2024-01-01 16:53:00,57.0,2024-01-01 16:53:00,46803.59,2024,1,1,17,0,1,0,0.49999999999999994,0.8660254037844387,-0.9659258262890683,-0.25881904510252063,0.0,1.0
2024-01-01 18:00:00,1/1/2024 23:15,1/1/2024 17:00,1/1/2024,18,185610.06843,48.259448,43703.91196,12267.025532,82928.65357,92.182396,20383.011092,2628.586992,3662.20874,20316.371816,57.425,55.7225,57.265,59.3925,62.239999999999995,50.0325,63.915,46803.59,11427.07,2051.82,6246.08,1498.95,13426.4,3491.47,7360.56,1301.25,36.92,36.45,38.51,35.17,32.99,36.37,46.07,43437.91272,10642.150255,14831.242763,11241.729259,6722.790442,-0.3,-0.1,-49.02396,-187.0,47.5,41.0,2024-01-01 17:53:00,54.0,2024-01-01 17:53:00,49015.86,2024,1,1,18,0,1,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,0.0,1.0
2024-01-01 19:00:00,1/2/2024 0:15,1/1/2024 18:00,1/1/2024,19,194022.33951,48.363312,46238.00221,14790.655171999999,84680.73276,92.062224,20393.534208,1618.192432,0.02414,26791.218312,47.95,47.245,48.38,47.795,49.86,46.542500000000004,51.9375,49015.86,11689.61,2196.76,6338.7,1599.49,14407.33,3534.87,7852.68,1396.43,28.4,27.6,29.86,26.95,23.85,27.26,37.64,45659.526978,11133.900954,15742.943463,11882.867336,6899.815225,-0.5,-0.1,-248.121277,-218.899994,46.5,41.0,2024-01-01 18:53:00,52.0,2024-01-01 18:53:00,49255.95,2024,1,1,19,0,1,0,0.49999999999999994,0.8660254037844387,-0.9659258262890684,0.2588190451025203,0.0,1.0
2024-01-01 20:00:00,1/2/2024 1:15,1/1/2024 19:00,1/1/2024,20,196298.35288999998,48.387592,46142.24347,13791.534464,85164.50521999999,175.421336,20397.554552,1055.668288,0.003624,30016.772096,36.9225,37.03,36.9825,37.175,37.707499999999996,35.4825,38.2475,49255.95,11636.61,2232.83,6432.14,1615.77,14575.43,3459.92,7908.82,1394.43,24.63,23.92,25.99,23.2,16.14,23.95,32.9,46303.910522,11270.785273,16156.276159,11910.856774,6965.992317,-0.6,-0.1,0.0,0.0,45.95,39.9,2024-01-01 19:53:00,52.0,2024-01-01 19:53:00,49456.75,2024,1,1,20,0,1,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5,0.0,1.0
2024-01-01 21:00:00,1/2/2024 2:15,1/1/2024 20:00,1/1/2024,21,196726.78136,48.313488,44728.7235,14471.287248,85260.63957,85.419788,20400.887064,693.2828920000001,0.006244,31817.028848,44.7725,44.65,44.8425,44.735,45.065,44.585,45.39,49456.75,11566.27,2272.21,6495.97,1646.84,14714.51,3439.12,7926.9,1394.94,24.65,24.09,25.94,23.26,15.3,24.12,32.31,46827.282959,11228.518513,16482.539752,11879.274665,7236.950029,21.706255,-0.1,102.049881,-194.599991,42.55,34.0,2024-01-01 20:53:00,51.1,2024-01-01 20:53:00,49024.86,2024,1,1,21,0,1,0,0.49999999999999994,0.8660254037844387,-0.7071067811865477,0.7071067811865475,0.0,1.0
2024-01-01 22:00:00,1/2/2024 3:15,1/1/2024 21:00,1/1/2024,22,195146.88828,48.33258,44197.51433,12905.2912,85230.28858,26.132944000000002,20413.127068,226.169208,0.000264,32440.214508,40.8575,40.8575,40.8575,40.8575,40.8575,40.8575,40.8575,49024.86,11424.03,2291.64,6394.31,1642.81,14678.43,3367.64,7857.62,1368.38,22.68,22.18,23.87,21.37,13.03,22.39,29.52,46510.776367,10975.306911,16456.986124,11595.712584,7482.770749,20.299999,-0.1,102.049881,-219.099991,42.95,37.0,2024-01-01 21:53:00,48.9,2024-01-01 21:53:00,48165.96,2024,1,1,22,0,1,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,0.0,1.0
2024-01-01 23:00:00,1/2/2024 4:15,1/1/2024 22:00,1/1/2024,23,190921.48458,48.318184,42494.15075,10452.735499999999,84308.38695,14.669632,20423.494604,43.171915999999996,0.000288,34148.239204,26.2775,26.2775,26.2775,26.2775,26.2775,26.2775,26.2775,48165.96,11156.39,2271.94,6581.18,1619.34,14330.89,3194.3,7669.33,1342.59,21.64,21.25,22.73,20.38,11.17,21.59,27.7,45616.109863,10531.685586,16305.799931,11234.665322,7543.959024,20.6,-0.1,2.000978,-219.0,42.5,37.0,2024-01-01 22:53:00,48.0,2024-01-01 22:53:00,46793.16,2024,1,1,23,0,1,0,0.49999999999999994,0.8660254037844387,-0.2588190451025215,0.9659258262890681,0.0,1.0
2024-01-02 00:00:00,1/2/2024 5:15,1/1/2024 23:00,1/1/2024,24,186460.44743,48.377204,39652.047746,8709.710848,81934.02568,14.534488,20419.63552,38.203072,0.000408,36423.039908,22.69,22.69,22.69,22.69,22.69,22.69,22.69,46793.16,10839.45,2192.32,6554.75,1574.4,14026.21,2979.81,7379.58,1246.65,20.74,20.22,22.01,19.3,11.34,20.58,27.94,44338.141968,10059.005274,15907.663954,10794.950535,7576.522204,20.4,-0.1,252.12323,-218.899994,41.45,36.0,2024-01-01 23:53:00,46.9,2024-01-01 23:53:00,46090.85,2024,1,2,0,1,2,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.7818314824680297,0.6234898018587336
2024-01-02 01:00:00,1/2/2024 6:15,1/2/2024 0:00,1/2/2024,1,182329.07613,48.417012,36067.901728,8549.744396,81701.16854,14.704284000000001,20415.334188,72.453984,0.000408,36645.598676,21.68,21.68,21.68,21.68,21.68,21.68,21.68,46090.85,10587.94,2147.4,6496.27,1554.47,13962.52,2961.4,7162.37,1218.49,19.68,19.24,20.48,18.89,12.53,19.1,24.67,44325.960449,9835.789079,16231.624144,10716.610625,7541.936602,-0.3,-0.1,2.000978,-219.0,41.95,37.9,2024-01-02 00:53:00,46.0,2024-01-02 00:53:00,45529.11,2024,1,2,1,1,2,0,0.49999999999999994,0.8660254037844387,0.25881904510252074,0.9659258262890683,0.7818314824680297,0.6234898018587336
2024-01-02 02:00:00,1/2/2024 7:15,1/2/2024 1:00,1/2/2024,2,181320.79877,48.4187,34526.033328,8602.066704,82044.03317,17.073667999999998,20402.64192,133.005724,0.000408,36165.746196,21.5,21.5,21.5,21.5,21.5,21.5,21.5,45529.11,10494.81,2134.22,6478.66,1541.54,13804.62,2862.77,6999.76,1212.73,18.86,18.49,19.64,18.08,11.46,18.37,23.63,43666.376587,9553.701735,15987.900184,10573.939288,7550.835381,-0.8,-0.1,152.074326,-177.0,39.6,35.1,2024-01-02 01:53:00,44.1,2024-01-02 01:53:00,45459.58,2024,1,2,2,1,2,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.7818314824680297,0.6234898018587336
2024-01-02 03:00:00,1/2/2024 8:15,1/2/2024 2:00,1/2/2024,3,181250.77234,48.393456,32655.817648,8618.544536000001,82742.25885,83.529164,20391.121236,68.02508,0.000408,37180.108272,21.29,21.29,21.29,21.29,21.29,21.29,21.29,45459.58,10430.76,2140.11,6468.18,1535.13,13869.12,2876.25,6942.47,1197.56,19.34,18.94,20.12,18.58,12.88,18.75,24.21,43196.330811,9363.201447,15861.086741,10432.646311,7539.396312,-0.1,-0.1,103.050369,-156.399994,38.5,34.0,2024-01-02 02:53:00,43.0,2024-01-02 02:53:00,45576.99,2024,1,2,3,1,2,0,0.49999999999999994,0.8660254037844387,0.7071067811865475,0.7071067811865476,0.7818314824680297,0.6234898018587336
2024-01-02 04:00:00,1/2/2024 9:15,1/2/2024 3:00,1/2/2024,4,182277.96578,48.44216,28074.2634,9206.178204,84042.90998,14.0058,20391.629704,94.78460000000001,0.00036,40781.77751,19.7075,19.7075,19.7075,19.7075,19.7075,19.7075,19.7075,45576.99,10528.15,2107.57,6338.29,1565.34,14080.7,2824.49,6933.46,1199.0,20.23,19.65,21.04,19.56,15.26,19.14,25.8,43261.149536,9403.273076,15945.678124,10406.975796,7505.22254,-0.4,-0.1,103.050369,-120.199997,39.05,36.0,2024-01-02 03:53:00,42.1,2024-01-02 03:53:00,46573.86,2024,1,2,4,1,2,0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0.7818314824680297,0.6234898018587336
2024-01-02 05:00:00,1/2/2024 10:15,1/2/2024 4:00,1/2/2024,5,186357.59391,48.423671999999996,27047.807952,10352.491628,86749.1593,17.8048,20394.893756,98.70127600000001,0.000408,42090.343890000004,18.57,18.57,18.57,18.57,18.57,18.57,18.57,46573.86,10790.29,2138.77,6377.38,1614.17,14495.99,2847.04,7085.11,1225.1,21.46,20.77,22.28,20.87,19.67,19.96,27.52,43908.513306,9581.534476,16282.499604,10547.093876,7497.38535,-0.9,-0.1,102.049881,-71.299995,38.5,36.0,2024-01-02 04:53:00,41.0,2024-01-02 04:53:00,48860.11,2024,1,2,5,1,2,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,0.25881904510252074,0.7818314824680297,0.6234898018587336
2024-01-02 06:00:00,1/2/2024 11:15,1/2/2024 5:00,1/2/2024,6,195579.07915,48.395892,31881.206088,11904.840855999999,90488.24515999999,21.24342,20394.769212,465.783992,0.000408,40826.296316,21.119999999999997,20.99,21.195,21.085,21.4375,20.9175,21.7975,48860.11,11368.03,2319.24,6494.85,1701.94,15355.4,2859.46,7465.68,1295.51,25.76,25.05,26.57,25.22,25.09,24.11,31.93,45403.125488,10034.735694,16938.043442,10902.815909,7527.530444,-12.5,-25.200001,124.060638,-71.5,38.05,34.0,2024-01-02 05:53:00,42.1,2024-01-02 05:53:00,51623.39,2024,1,2,6,1,2,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.7818314824680297,0.6234898018587336
2024-01-02 07:00:00,1/2/2024 12:15,1/2/2024 6:00,1/2/2024,7,206379.23614,48.384708,40981.030072,13752.91282,97707.16652,21.351088,20394.410164,1843.586336,0.00036,32037.098536,36.5075,36.1425,36.72,36.405,37.385000000000005,35.95,38.375,51623.39,12064.52,2475.22,6548.44,1784.06,16291.03,3077.47,7974.82,1407.82,36.21,35.82,37.11,35.61,35.84,34.27,42.76,47514.702148,10680.382892,17797.550295,11452.991199,7583.777763,-12.4,-25.1,92.044991,-71.400002,38.05,34.0,2024-01-02 06:53:00,42.1,2024-01-02 06:53:00,53445.02,2024,1,2,7,1,2,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,-0.25881904510252063,0.7818314824680297,0.6234898018587336
2024-01-02 08:00:00,1/2/2024 13:15,1/2/2024 7:00,1/2/2024,8,212355.32412,48.586964,44659.18539,18961.798248,101006.90482,93.656688,20396.890152,3081.816652,585.906924,23905.655160000002,48.9125,47.155,49.55,48.995,52.8875,45.65,56.3875,53445.02,12506.3,2640.42,6433.9,1823.49,16891.08,3201.34,8376.05,1572.45,42.16,41.47,43.14,41.7,43.08,39.34,50.03,48825.967163,11087.991642,18328.604172,11799.323254,7610.048096,-12.2,-25.1,-50.024448,-219.0,39.5,36.0,2024-01-02 07:53:00,43.0,2024-01-02 07:53:00,53842.81,2024,1,2,8,1,2,0,0.49999999999999994,0.8660254037844387,0.8660254037844388,-0.4999999999999998,0.7818314824680297,0.6234898018587336
2024-01-02 09:00:00,1/2/2024 14:15,1/2/2024 8:00,1/2/2024,9,213772.59054,49.096028,43756.442729999995,19712.40018,101744.75998999999,102.592596,20403.597444,1239.101296,8715.081532,18710.40396,42.4425,41.019999999999996,43.2575,42.0375,45.95,40.2675,49.705,53842.81,12794.61,2657.19,6258.96,1781.1,16841.88,3258.07,8591.89,1659.1,34.86,34.73,35.12,35.0,35.74,32.98,37.78,49286.033447,11310.431093,18411.59034,11872.975646,7691.036368,-12.5,-25.1,-99.048409,-219.099991,40.0,37.0,2024-01-02 08:53:00,43.0,2024-01-02 08:53:00,54176.1,2024,1,2,9,1,2,0,0.49999999999999994,0.8660254037844387,0.7071067811865476,-0.7071067811865475,0.7818314824680297,0.6234898018587336
2024-01-02 10:00:00,1/2/2024 16:00,1/2/2024 9:45,1/2/2024,10,215804.13718,49.552632,44501.54567,19054.758476,101207.33916,99.630304,20403.356564,605.514496,17215.177452,13417.70018,50.825,50.5975,50.815,50.995,51.31,50.18,51.489999999999995,54176.1,12930.3,2585.2,6534.37,1848.01,16567.23,3327.17,8668.54,1715.28,26.0,25.75,26.39,25.75,27.5,25.09,28.98,49486.006592,11476.473749,18438.160003,11909.005242,7662.367598,-0.4,-0.1,-124.060638,0.0,42.55,41.0,2024-01-02 09:53:00,44.1,2024-01-02 09:53:00,53417.42,2024,1,2,10,1,2,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.7818314824680297,0.6234898018587336
2024-01-02 11:00:00,1/2/2024 16:15,1/2/2024 10:00,1/2/2024,11,212555.38317,47.446196,44700.86664,16640.22946,98676.52436,14.987928,20395.435524,300.60900000000004,20483.4466,12179.8537,33.5475,32.955,33.4625,34.5,35.715,29.9825,36.4075,53417.42,12987.81,2482.7,6601.06,1803.48,15806.35,3359.67,8669.98,1706.36,22.69,22.72,22.81,22.72,22.83,22.02,23.76,49151.31604,11546.627958,18102.549361,11939.187795,7562.950926,-0.5,-0.1,-124.060638,0.0,44.0,43.0,2024-01-02 10:53:00,45.0,2024-01-02 10:53:00,52438.85,2024,1,2,11,1,2,0,0.49999999999999994,0.8660254037844387,0.258819045102521,-0.9659258262890682,0.7818314824680297,0.6234898018587336
2024-01-02 12:00:00,1/2/2024 17:15,1/2/2024 11:00,1/2/2024,12,207976.99299,47.177988,43033.91484,12732.832788,95747.50028000001,13.631508,20391.043892,53.911484,24159.591024,13358.26356,23.2875,23.555,23.240000000000002,23.555,23.555,22.29,23.555,52438.85,13035.17,2376.57,6742.53,1739.78,14830.21,3437.33,8605.07,1672.19,19.21,19.32,19.22,19.32,19.34,18.66,19.58,48536.680176,11512.992699,17656.401466,11892.784108,7474.501902,-0.2,-0.1,0.0,-100.599998,46.45,46.0,2024-01-02 11:53:00,46.9,2024-01-02 11:53:00,51483.18,2024,1,2,12,1,2,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,0.7818314824680297,0.6234898018587336
